CODE,TITLE,TERM,CAREER,DELIVERY,STUDENT,TEACHER
MATH0449,Course MATH0449,Summer,Postgraduate,Blended,u0000604 u0001735 u0001716 u0000600 u0001957 u0001810 u0000963 u0000188 u0000195 u0000890 u0001485 u0000150 u0000048 u0001851 u0000107 u0000568 u0001132 u0000961 u0001570 u0000751 u0001654 u0000811 u0001613 u0000182 u0001898 u0000462 u0001686 u0000174 u0000011 u0001031 u0001253 u0001696 u0000663 u0001541 u0000364 u0001666 u0001789 u0000246 u0001830 u0001554 u0001815 u0000828 u0001753 u0001663 u0000949 u0001274 u0000328 u0000442 u0001011 u0000441 u0000864 u0001361 u0001219 u0001840 u0001400 u0001575 u0001551 u0000776 u0001208 u0000798 u0001171 u0001215 u0001406 u0000874 u0001094 u0000706 u0001883 u0000331 u0001412 u0000759 u0000858 u0000789 u0000155 u0001487 u0001016 u0001760 u0001308 u0000578 u0000675 u0000477 u0000054 u0000242 u0001123 u0000774 u0000910 u0001781 u0000941 u0000475 u0000881 u0000743 u0001045 u0001980 u0000461 u0000711 u0001459 u0001836 u0000103 u0000279 u0000215 u0000486,u0002449
MGMT0450,Course MGMT0450,Semester 2,Undergraduate,Blended,u0001891 u0000710 u0001950 u0001176 u0000262 u0001397 u0001674 u0000726 u0000177 u0001388 u0000149 u0001361 u0000796 u0001089 u0000869 u0001280 u0001208 u0000886 u0000083 u0001617 u0001816 u0001680 u0001154 u0000143 u0001415 u0000965 u0001749 u0000725 u0001852 u0001333 u0000447 u0001227 u0001854 u0000942 u0001614 u0000883 u0001678 u0001053 u0000319 u0000902 u0000237 u0000782 u0001662 u0000765 u0000484 u0001108 u0000602 u0000261 u0001553 u0000340,u0002450
ENGN0451,Course ENGN0451,Semester 1,Undergraduate,On Campus,u0001319 u0001516 u0000317 u0001121 u0000987 u0000590 u0001169 u0001810 u0000744 u0000787 u0001194 u0001035 u0000230 u0000704 u0001383 u0000546 u0001659 u0001501 u0001078 u0001323 u0001208 u0000092 u0000733 u0001655 u0000966 u0001811 u0001492 u0001320 u0001670 u0000693 u0001611 u0001063 u0000994 u0000755 u0000220 u0000006 u0001180 u0001438 u0000009 u0000679 u0000057 u0000773 u0001242 u0000877 u0000137 u0001449 u0000259 u0000114,u0002451
PHYS0452,Course PHYS0452,Summer,Postgraduate,Blended,u0000553 u0001016 u0001891 u0000578 u0001555 u0000803 u0000278 u0001213 u0000766 u0001930 u0000109 u0000629 u0000234 u0001618 u0001182 u0000355 u0000569 u0001370 u0000341 u0001047 u0001575 u0000506 u0001352 u0000454 u0001304 u0000157 u0000558 u0001038 u0001110 u0001347 u0001819 u0000904 u0000226 u0000970 u0001869 u0001848 u0001150 u0001137 u0000805 u0001935 u0001491 u0000335 u0000680 u0000908 u0000127 u0001141 u0001623 u0000298 u0001991 u0000472 u0001881 u0000056 u0001647 u0001084 u0000554,u0002452
ENGN0453,Course ENGN0453,Semester 1,Postgraduate,Online,u0001294 u0000340 u0001985 u0000846 u0000291 u0000242 u0000714 u0000577 u0000864 u0001255 u0001090 u0001850 u0001920 u0000893 u0001858 u0000221 u0000248 u0001709 u0000042 u0001874 u0000646 u0000694 u0001986 u0000276 u0000198 u0001116 u0000812 u0001667 u0001100 u0001353 u0001718 u0001656 u0001829 u0001974 u0001787 u0000162 u0000128 u0000459 u0001167 u0001058 u0001275 u0001984 u0000009 u0000952 u0000877 u0001324 u0000554 u0000721,u0002453
ENGN0454,Course ENGN0454,Semester 1,Undergraduate,On Campus,u0000260 u0001868 u0001522 u0001622 u0001423 u0001277 u0001338 u0000543 u0001409 u0000936 u0001814 u0001278 u0001690 u0001439 u0000113 u0001767 u0001615 u0001825 u0001741 u0000560 u0000243 u0000956 u0000700 u0000697 u0000709 u0000515 u0000339 u0000019 u0001703 u0000448 u0001766 u0000121 u0000083 u0001871 u0001717 u0000200 u0000810 u0001027 u0000436 u0000706 u0000488 u0001691 u0000793 u0000466 u0000857 u0000360 u0000125 u0000863 u0000404 u0000762 u0000619 u0000103 u0000867 u0000367 u0000428 u0000671 u0001698 u0001135 u0001317 u0000119 u0000533 u0001907 u0001232 u0001757 u0001593 u0000699 u0001949 u0001432 u0001211,u0002454
HIST0455,Course HIST0455,Semester 2,Undergraduate,On Campus,u0001668 u0000160 u0001306 u0001235 u0000884 u0000266 u0001791 u0000299 u0001957 u0000597 u0000188 u0000787 u0000139 u0001587 u0001042 u0000514 u0000571 u0000546 u0001739 u0001375 u0000993 u0001677 u0001292 u0000273 u0001530 u0000853 u0001356 u0001657 u0000585 u0001049 u0001869 u0001853 u0000637 u0001191 u0000548 u0000490 u0000528 u0000376 u0000161 u0000237 u0001305 u0000504 u0000098 u0001885 u0000788 u0000095 u0001543 u0001081 u0001483 u0000274,u0002455
LAWS0456,Course LAWS0456,Winter,Undergraduate,Blended,u0001016 u0001233 u0000036 u0001273 u0000557 u0001736 u0000033 u0001646 u0001999 u0001385 u0001397 u0001151 u0000149 u0000084 u0000326 u0000489 u0001643 u0001965 u0000233 u0001989 u0000448 u0001429 u0001257 u0000158 u0001316 u0001037 u0001902 u0000541 u0000970 u0001063 u0001218 u0001883 u0001261 u0000461 u0001679 u0001080 u0001285 u0000049 u0000460 u0001839 u0000962 u0001055 u0000628 u0000792 u0001473 u0001572 u0000422 u0001512 u0001543 u0000015 u0001015 u0001093,u0002456
MATH0457,Course MATH0457,Semester 1,Postgraduate,On Campus,u0000188 u0000378 u0000626 u0001587 u0001515 u0001069 u0001168 u0000733 u0000981 u0000210 u0001164 u0001297 u0000349 u0001860 u0000058 u0001573 u0001972 u0001139 u0001728 u0001404 u0001640 u0001919 u0001882 u0001351 u0000105 u0001686 u0001057 u0000567 u0000017 u0001965 u0001625 u0000201 u0001498 u0000694 u0001264 u0001128 u0000912 u0001954 u0001426 u0000828 u0001251 u0000988 u0001247 u0000885 u0001690 u0001365 u0000452 u0001159 u0000829 u0000465 u0000956 u0000546 u0001325 u0001138 u0000122 u0000817 u0000004 u0001715 u0001052 u0001747 u0001208 u0000918 u0000966 u0000822 u0001171 u0000894 u0000447 u0001938 u0000250 u0001991 u0001511 u0000336 u0000501 u0001664 u0001994 u0000113 u0000264 u0000855 u0000764 u0000914 u0000240 u0001854 u0001459 u0001098 u0001708 u0000920 u0000959 u0000213 u0000986 u0000602 u0000744 u0001433 u0000640,u0002457
BUSN0458,Course BUSN0458,Semester 1,Undergraduate,On Campus,u0000771 u0001547 u0001301 u0000682 u0001867 u0001230 u0001022 u0000289 u0000041 u0001474 u0001047 u0000076 u0001334 u0001781 u0001625 u0000201 u0000532 u0000599 u0000498 u0001706 u0001181 u0001869 u0001947 u0000387 u0001335 u0001842 u0000866 u0001777 u0001700,u0002458
COMP0459,Course COMP0459,Summer,Postgraduate,Online,u0001990 u0001414 u0000540 u0000932 u0001296 u0000278 u0000292 u0000777 u0001998 u0001207 u0001553 u0000889 u0000595 u0000061 u0000768 u0001203 u0000698 u0001624 u0000150 u0001520 u0001900 u0001864 u0001140 u0000699 u0000585 u0001199 u0000304 u0000519 u0000232 u0000391 u0001380 u0001337 u0001803 u0000217 u0000950 u0001679 u0000548 u0000711 u0000404 u0001043 u0001842 u0001533 u0000762 u0000832 u0001554 u0001018 u0001008 u0000071 u0000419 u0000293 u0000602 u0000082 u0000729,u0002459
COMP0460,Course COMP0460,Semester 1,Postgraduate,On Campus,u0001682 u0000053 u0001266 u0001302 u0001961 u0001394 u0001114 u0001841 u0000358 u0001474 u0000392 u0001643 u0001025 u0001899 u0000028 u0000941 u0001785 u0000764 u0001819 u0000904 u0000077 u0001706 u0000390 u0000090 u0001730 u0000685 u0001932 u0000653 u0000642 u0000976 u0001137 u0000172 u0000044 u0001368 u0000220 u0001921 u0001877 u0001425 u0001198 u0001030 u0000783 u0001756 u0000916 u0000648,u0002460
MGMT0461,Course MGMT0461,Summer,Postgraduate,On Campus,u0001778 u0000345 u0001961 u0000438 u0000871 u0001089 u0000624 u0000448 u0000556 u0000219 u0000184 u0000716 u0000349 u0000750 u0001954 u0001459 u0000404 u0000828 u0001018 u0001543 u0001309 u0001417,u0002461
BIOL0462,Course BIOL0462,Spring,Postgraduate,Blended,u0001522 u0001145 u0000502 u0000518 u0000871 u0001515 u0000613 u0000918 u0001655 u0000156 u0001321 u0001701 u0001453 u0000101 u0000387 u0000919 u0001158 u0001812 u0000911 u0001914 u0000421 u0001192 u0000988,u0002462
BUSN0463,Course BUSN0463,Spring,Undergraduate,On Campus,u0000906 u0000763 u0001743 u0001597 u0001931 u0000803 u0001925 u0000833 u0000626 u0000956 u0000774 u0001858 u0000014 u0000556 u0000281 u0001549 u0000445 u0000822 u0001541 u0000532 u0001432 u0001034 u0001611 u0001094 u0000271 u0000499 u0001727 u0001454 u0000335 u0000428 u0001521 u0001862,u0002463
PHYS0464,Course PHYS0464,Semester 1,Undergraduate,Online,u0001634 u0001778 u0000811 u0001613 u0001639 u0001338 u0001365 u0001363 u0000807 u0000868 u0000136 u0000438 u0000728 u0000796 u0000629 u0000991 u0001920 u0000471 u0000285 u0001025 u0000958 u0001352 u0000324 u0001402 u0001498 u0000580 u0000094 u0000609 u0001316 u0001864 u0001534 u0001190 u0000284 u0000321 u0000415 u0001632 u0000447 u0000735 u0001652 u0001206 u0001506 u0001537 u0000021 u0000954 u0000252 u0001198 u0001091 u0001602 u0001732 u0001951 u0001393 u0001134 u0001071 u0001712 u0000679 u0001309 u0001818 u0001600 u0000164,u0002464
BUSN0465,Course BUSN0465,Summer,Undergraduate,Blended,u0000437 u0001294 u0001405 u0001926 u0000266 u0001428 u0001033 u0001035 u0000366 u0001388 u0001381 u0001207 u0000700 u0001283 u0001934 u0000039 u0001676 u0000224 u0000476 u0001427 u0001641 u0000454 u0001280 u0001855 u0000381 u0001865 u0000780 u0001702 u0001710 u0000977 u0000094 u0001539 u0001287 u0000824 u0001418 u0000537 u0000975 u0001281 u0000058 u0000685 u0001705 u0000408 u0000370 u0000653 u0000749 u0000413 u0001859 u0001940 u0001856 u0000446 u0001517 u0000762 u0001231 u0000961 u0001905 u0000959 u0000337 u0000873 u0001808 u0000926,u0002465
LAWS0466,Course LAWS0466,Semester 1,Postgraduate,On Campus,u0000458 u0000260 u0000160 u0000535 u0001716 u0001926 u0000786 u0000345 u0000502 u0000147 u0001827 u0001916 u0000234 u0000676 u0001840 u0001031 u0000624 u0000448 u0001989 u0001352 u0001328 u0000185 u0001070 u0001085 u0000993 u0001585 u0001785 u0001526 u0001520 u0001418 u0001321 u0001246 u0000914 u0001730 u0001480 u0000544 u0000653 u0001972 u0000043 u0000383 u0000162 u0000250 u0001506 u0001192 u0000758 u0001046 u0001521 u0001951 u0001317 u0001543 u0000026 u0000327 u0001919,u0002466
LAWS0467,Course LAWS0467,Semester 1,Postgraduate,Blended,u0000437 u0001311 u0001622 u0000479 u0001664 u0001581 u0001035 u0001892 u0001674 u0000366 u0001767 u0001545 u0000358 u0000183 u0001502 u0000407 u0001067 u0000002 u0000048 u0001775 u0001318 u0000752 u0000284 u0000357 u0001150 u0001335 u0000323 u0001161 u0001349 u0001714 u0000828 u0001708 u0000099 u0001039 u0001018 u0001905 u0000309 u0000290 u0001108 u0001475,u0002467
PHYS0468,Course PHYS0468,Semester 1,Postgraduate,Blended,u0001420 u0000089 u0001731 u0001870 u0000139 u0001548 u0000531 u0001934 u0000817 u0000869 u0000200 u0001179 u0001218 u0001947 u0000719 u0001499 u0001620 u0000424 u0000659 u0001687 u0000986 u0000130 u0001516 u0000937 u0001487 u0001313,u0002468
PHYS0469,Course PHYS0469,Autumn,Undergraduate,On Campus,u0001628 u0000442 u0001310 u0000395 u0000479 u0001373 u0001022 u0001343 u0001253 u0000464 u0000201 u0001109 u0001502 u0000506 u0001009 u0000692 u0001340 u0000800 u0001788 u0000433 u0000400 u0001066 u0000423 u0000695 u0000322 u0000959,u0002469
HIST0470,Course HIST0470,Summer,Postgraduate,On Campus,u0001457 u0001209 u0001173 u0000549 u0001235 u0001689 u0001528 u0000502 u0000626 u0000481 u0000177 u0001057 u0001497 u0001344 u0000815 u0000665 u0000571 u0000019 u0001448 u0000931 u0000687 u0001501 u0001067 u0000638 u0001739 u0000794 u0001402 u0001737 u0001070 u0000661 u0000381 u0001702 u0001577 u0001492 u0000742 u0000703 u0001276 u0000232 u0001657 u0000537 u0000750 u0000685 u0001694 u0000408 u0001594 u0001137 u0001331 u0000021 u0001809 u0000421 u0001162 u0001815 u0000615 u0001180 u0000805 u0001568 u0001762 u0000337 u0001956 u0000713 u0001804 u0000960 u0001642 u0001960 u0001324 u0001336 u0001097,u0002470
CBEA0471,Course CBEA0471,Spring,Postgraduate,Online,u0001716 u0001528 u0000623 u0001106 u0000517 u0001855 u0001692 u0001009 u0000639 u0000349 u0000819 u0001315 u0000467 u0000926 u0000549 u0000608 u0001023 u0000168 u0001047 u0001493 u0000201 u0001243 u0000018 u0001100 u0001142 u0001594 u0001884 u0001561 u0001599 u0000717 u0000086 u0001623 u0000686 u0000212 u0001949 u0001630 u0001845 u0001586 u0000979 u0001159 u0001013 u0001660 u0001805 u0001208 u0000200 u0000541 u0001518 u0001137 u0001053 u0000049 u0000361 u0001275 u0001886 u0001470 u0001135 u0001422 u0001024 u0000029 u0001395 u0001488 u0001169 u0001397 u0000861 u0000845 u0001509 u0000774 u0000296 u0000638 u0000301 u0000939 u0000657 u0000100 u0001098 u0001454 u0001416 u0000187 u0000269,u0002471
ENGN0472,Course ENGN0472,Autumn,Postgraduate,Blended,u0001319 u0001767 u0000013 u0001283 u0001934 u0000617 u0001780 u0001759 u0001115 u0000639 u0001811 u0000058 u0000494 u0001839 u0000528 u0000098 u0000138 u0000877 u0000355 u0001858 u0001434 u0001117 u0001702 u0001656 u0000423 u0000037 u0000857 u0001815 u0001727 u0000792 u0001046 u0000086 u0000955 u0000295 u0001845 u0001748 u0000951 u0001439 u0001643 u0001200 u0001163 u0000972 u0000002 u0001713 u0000732 u0001244 u0001579 u0001518 u0001783 u0000976 u0001298 u0001588 u0000361 u0000778 u0001905 u0001405 u0001478 u0001225 u0001301 u0000932 u0000070 u0000291 u0000820 u0000566 u0000084 u0001089 u0001781 u0000202 u0001672 u0001328 u0000941 u0000681 u0000881 u0001292 u0001751 u0001852 u0000303 u0000080 u0001940 u0000625 u0000711 u0001558 u0001765 u0000103 u0000127 u0000509 u0000493 u0000268,u0002472
COMP0473,Course COMP0473,Spring,Postgraduate,On Campus,u0000809 u0000879 u0001300 u0001338 u0001456 u0001293 u0000038 u0001035 u0000514 u0001090 u0000474 u0001282 u0000019 u0001638 u0000983 u0001562 u0000819 u0000312 u0001481 u0001764 u0001246 u0000315 u0001962 u0000321 u0000351 u0001390 u0000172 u0000912 u0001851 u0001958 u0001832 u0000887 u0001978 u0001884 u0000459 u0000781 u0001459 u0001517 u0001315 u0001714 u0001065 u0000968 u0000129 u0001403,u0002473
LAWS0474,Course LAWS0474,Spring,Undergraduate,Online,u0000022 u0001880 u0000600 u0000974 u0000378 u0000728 u0001548 u0001912 u0001780 u0000983 u0000224 u0001374 u0000993 u0001284 u0001190 u0000537 u0000391 u0001415 u0001755 u0001256 u0000422 u0001608 u0000765 u0001399 u0000926 u0000884 u0000182 u0001268 u0000174 u0001114 u0000991 u0000244 u0000326 u0001358 u0000687 u0001965 u0000281 u0000738 u0001354 u0001335 u0001610 u0001922 u0001426 u0000319 u0001521 u0001529 u0001247 u0000212 u0001186 u0001429 u0001097 u0000295 u0000691 u0000643 u0001266 u0001073 u0001296 u0001563 u0000147 u0001138 u0000285 u0001163 u0001871 u0001312 u0001611 u0001348 u0001518 u0001068 u0000759 u0000925 u0001271 u0000161 u0001305 u0001804 u0001196 u0001093 u0001507 u0001062 u0000097 u0001363 u0001176 u0000291 u0000563 u0001752 u0000603 u0002000 u0000681 u0002001 u0001261 u0001897 u0001854 u0000605 u0001076 u0000827 u0000194 u0000616 u0001108 u0000140,u0002474
CHEM0475,Course CHEM0475,Autumn,Postgraduate,Online,u0001669 u0001041 u0000708 u0001569 u0001992 u0001649 u0000796 u0000700 u0001119 u0001861 u0001364 u0001692 u0001520 u0001900 u0000349 u0000391 u0000043 u0001904 u0000348 u0001842 u0001315 u0001535 u0000528 u0000403 u0000424 u0000844 u0001647 u0001482 u0000926 u0001398 u0000073 u0000803 u0000577 u0001035 u0000696 u0000211 u0001998 u0001358 u0001540 u0000282 u0000092 u0001172 u0000431 u0000236 u0001539 u0001140 u0001100 u0000423 u0000460 u0000396 u0001599 u0001198 u0000901 u0000086 u0001060 u0000079 u0001472 u0000840 u0000760 u0001235 u0001266 u0001239 u0001153 u0000350 u0000807 u0000441 u0000555 u0000893 u0000817 u0000869 u0001427 u0000371 u0000894 u0001711 u0000762 u0001144 u0001081 u0001634 u0001308 u0000492 u0000997 u0000238 u0000453 u0000475 u0000855 u0000521 u0001240 u0000939 u0001359 u0001819 u0001252 u0000920 u0001951 u0000327 u0000318 u0000187,u0002475
MGMT0476,Course MGMT0476,Autumn,Postgraduate,Blended,u0001505 u0000840 u0000951 u0000691 u0001776 u0000266 u0001771 u0001455 u0000106 u0000117 u0001957 u0001584 u0001810 u0001439 u0000597 u0001385 u0000483 u0000378 u0001870 u0000814 u0001569 u0000230 u0000861 u0001485 u0000365 u0000560 u0000808 u0001509 u0000039 u0000567 u0000571 u0000515 u0000392 u0000937 u0001490 u0000539 u0000579 u0000822 u0001347 u0001541 u0001844 u0000639 u0000647 u0001775 u0001201 u0001675 u0000232 u0000519 u0001185 u0001774 u0001590 u0001852 u0000383 u0000308 u0000447 u0001224 u0000938 u0001206 u0001620 u0001815 u0001098 u0000551 u0000428 u0000337 u0000009 u0001416 u0000129 u0001835 u0000900 u0000079 u0000259 u0000838 u0001421,u0002476
MGMT0477,Course MGMT0477,Winter,Postgraduate,On Campus,u0000996 u0001716 u0000096 u0001743 u0000846 u0000987 u0000289 u0001992 u0000525 u0001638 u0001861 u0001983 u0001297 u0000655 u0000349 u0000455 u0000923 u0001443 u0001018 u0001640 u0001769 u0000179 u0001398 u0000262 u0001022 u0000105 u0000696 u0001057 u0001344 u0000784 u0000842 u0000464 u0001562 u0000622 u0000678 u0001082 u0001915 u0000023 u0000069 u0000024 u0000628 u0001719 u0001097 u0001580 u0000027 u0000020 u0000727 u0001563 u0000406 u0001768 u0001840 u0001188 u0001149 u0000008 u0000798 u0000992 u0000181 u0001902 u0000110 u0000005 u0000012 u0000123 u0000702 u0000866 u0001984 u0000161 u0000611 u0000099 u0001305 u0001542 u0001512 u0001973 u0000115 u0000470 u0001056 u0000578 u0001121 u0000278 u0001176 u0000354 u0000178 u0000109 u0000352 u0000420 u0000848 u0002000 u0001785 u0000301 u0001699 u0001292 u0001440 u0001558 u0001678 u0001459 u0001901 u0001987 u0001708 u0001267 u0000527,u0002477
ENGN0478,Course ENGN0478,Semester 2,Postgraduate,Blended,u0000458 u0000651 u0000620 u0000974 u0001485 u0001649 u0001463 u0001374 u0001532 u0001794 u0000712 u0000063 u0000455 u0000944 u0001040 u0000403 u0001568 u0000897 u0001166 u0001022 u0001187 u0001536 u0001214 u0001151 u0000784 u0001272 u0000464 u0001430 u0001540 u0001254 u0000663 u0001451 u0001830 u0001066 u0000423 u0000023 u0000734 u0000396 u0001707 u0000615 u0000376 u0000782 u0001198 u0000592 u0001956 u0000773 u0001894 u0001546 u0000442 u0000727 u0000999 u0001079 u0000613 u0000008 u0001375 u0001322 u0001655 u0000436 u0000383 u0000882 u0000707 u0001935 u0001984 u0001687 u0000259 u0000449 u0001301 u0000669 u0000070 u0001197 u0001397 u0000238 u0000584 u0001677 u0001524 u0000853 u0001440 u0001390 u0001812 u0001897 u0001765 u0001220 u0001072 u0001698 u0000713 u0000527 u0001416 u0000082 u0000187,u0002478
CBEA0479,Course CBEA0479,Autumn,Postgraduate,Blended,u0001096 u0001488 u0000412 u0001169 u0001176 u0000291 u0001230 u0000677 u0000145 u0001042 u0001131 u0001170 u0000776 u0000644 u0000425 u0001644 u0001863 u0000232 u0000752 u0000389 u0001883 u0001978 u0001275 u0000103 u0000376 u0001905 u0000504 u0000310 u0000659 u0001060 u0000960 u0000059 u0000208,u0002479
CHEM0480,Course CHEM0480,Summer,Undergraduate,On Campus,u0001571 u0001634 u0001291 u0000771 u0001622 u0001300 u0000033 u0001194 u0001238 u0001268 u0000769 u0001768 u0000795 u0001265 u0000569 u0000821 u0001659 u0001387 u0000517 u0001400 u0000698 u0001286 u0000066 u0000425 u0000532 u0000992 u0001997 u0000703 u0001321 u0000701 u0001029 u0000683 u0000383 u0000994 u0000499 u0001938 u0000046 u0001404 u0000659 u0000486 u0000155 u0000960 u0001919 u0000670 u0001026 u0001435 u0000610 u0001212,u0002480
CHEM0481,Course CHEM0481,Spring,Undergraduate,Blended,u0000096 u0000405 u0000345 u0001230 u0000820 u0001686 u0001114 u0000566 u0000285 u0001643 u0001903 u0001175 u0001320 u0001539 u0000085 u0000497 u0001997 u0001440 u0000444 u0000400 u0001995 u0000353 u0001349 u0000954 u0000314 u0001231 u0001765 u0001905 u0000060 u0000486 u0001160,u0002481
MATH0482,Course MATH0482,Summer,Postgraduate,Online,u0001277 u0000879 u0001607 u0000089 u0000299 u0000405 u0001301 u0001194 u0001767 u0001726 u0001627 u0000168 u0001998 u0001606 u0000326 u0001635 u0001163 u0001067 u0001739 u0000881 u0000273 u0001249 u0001471 u0000251 u0000063 u0000218 u0000451 u0001289 u0000069 u0000006 u0001377 u0001506 u0001107 u0000335 u0000290 u0001393 u0000015 u0001647 u0001721,u0002482
CBEA0483,Course CBEA0483,Winter,Postgraduate,Blended,u0000862 u0000073 u0001023 u0001957 u0000456 u0001385 u0001187 u0000378 u0001892 u0001446 u0000465 u0001361 u0000629 u0000672 u0001106 u0001643 u0001223 u0001253 u0000222 u0001671 u0001051 u0000733 u0001577 u0001589 u0000939 u0000824 u0000091 u0001037 u0001936 u0001140 u0001410 u0000637 u0001610 u0000635 u0001922 u0000711 u0001876 u0001714 u0000954 u0001093 u0001732 u0001135 u0001108 u0000079 u0001429 u0001105 u0001949 u0000269 u0001062,u0002483
ENGN0484,Course ENGN0484,Winter,Postgraduate,Online,u0000191 u0000106 u0001950 u0001873 u0001079 u0001870 u0000234 u0001661 u0001019 u0001025 u0001411 u0000593 u0000966 u0001115 u0001287 u0001666 u0000110 u0001263 u0001045 u0001185 u0000482 u0001723 u0001652 u0001987 u0001055 u0001046 u0000648 u0001270,u0002484
HIST0485,Course HIST0485,Spring,Postgraduate,Blended,u0000437 u0001056 u0000634 u0001311 u0001760 u0001639 u0000022 u0001302 u0000188 u0001184 u0000152 u0001825 u0000145 u0000492 u0001992 u0001800 u0000440 u0001236 u0001661 u0001182 u0001660 u0001400 u0000003 u0001476 u0001447 u0001352 u0000618 u0000454 u0001754 u0001510 u0001655 u0000158 u0001688 u0000532 u0001944 u0000843 u0000198 u0001775 u0001217 u0001986 u0001706 u0000207 u0001269 u0000370 u0000172 u0000965 u0001006 u0000950 u0001020 u0001285 u0001911 u0000755 u0001224 u0000924 u0001537 u0000170 u0001533 u0001924 u0000561 u0000528 u0001826 u0000259 u0000504 u0000215 u0001519 u0001141 u0000948 u0000960 u0001247 u0001511 u0001307 u0001429 u0001808 u0001653,u0002485
